
<html>
 <head>
  <title>California Weather Data: Comma-delimited data file--UC IPM</title>
 </head>
 <body>
 <pre>
"University of California Statewide Integrated Pest Management Program"
"How to Manage Pests: California Weather Data"
"Retrieve <a href=#COLHDR>data in comma delimited data file format</a>"
" "
"Weather database request:  "
" "
"Time Period: March 1, 1998 to August 16, 2020, retrieved on August 17, 2020"
" (8205 days)"
" "
"To save this text, you can:"
"Select SAVE AS and TEXT from the top menu of your browser, or"
"copy and paste the data to a new document in a word processor"
"and save it as text."
" "
"Note: Only 96% of requested data were available from station SJ_VALLEY.A.    See Retrieval Table."
" "
"                     Retrieval Table"
"                     Stations used to fill in missing data"
" "
"                     Data Values  Data Values  Data Values  Data Values  Data Values"
"                        from         from         from         from        Missing"
"Variable             Station      Backup 1     Backup 2     Averages"
"Precipitation         7504          610            5           86            0        "
"                     SJ_VALLEY.A  HOLLISTR.A   HOLLISTR.C   HOLLISTR.C   "
"Air Temps, max/min    7890          216           23           76            0        "
"                     SJ_VALLEY.A  HOLLISTR.A   HOLLISTR.C   HOLLISTR.C   "
"Soil Temps, max/min   7897            0            0            0          308        "
"                     SJ_VALLEY.A  none         none         none         "
"Rel. Humidity         7841            0            0            0          364        "
"                     SJ_VALLEY.A  none         none         none         "
"ETo                   7969            0            0            0          236        "
"                     SJ_VALLEY.A  none         none         none         "
"Solar Radiation       7888          218            0           99            0        "
"                     SJ_VALLEY.A  HOLLISTR.A   none         SANJOSE.A    "
"Wind Speed & Dir      7943            0            0            0          262        "
"                     SJ_VALLEY.A  none         none         none         "
" "
"Variable   Description                   Units"
"   1       Database name                 "
"   2       Date: year,month,day          yyyymmdd"
"   3       Observation time              hhmm"
"   4       Precipitation, amount         Inches"
"   5       Precipitation, type           (coded)"
"   6       Air temperature, maximum      Fahrenheit"
"   7       Air temperature, minimum      Fahrenheit"
"   8       Air temperature, observed     Fahrenheit"
"   9       Weather conditions            (coded)"
"  10       Wind, direction               N,NE,E,SE,S,SW,W,NW, 0=calm"
"  11       Wind, speed                   Miles per hour"
"  12       Bulb temperature, wet         Fahrenheit"
"  13       Bulb temperature, dry         Fahrenheit"
"  14       Soil temperature, maximum     Fahrenheit"
"  15       Soil temperature, minimum     Fahrenheit"
"  16       Pan evaporation               Inches"
"  17       Solar radiation               Langleys"
"  18       Reference evapotranspiration  Inches"
"  19       Relative humidity, minimum    Percent"
"  20       Relative humidity, maximum    Percent"
<a name=COLHDR>" "</a>
"Station","Date","Time","Precip","type","Air max","min","obs","Wx","Wind dir","speed","Bulb wet","dry","Soil max","min","Evap","Solar","ETo","RH max","min"
SJ_VALLEY.A,20170813,2359,0.01,,81,50,,,0,0,,,77,71,,598,0.22,98.0,43.0,
SJ_VALLEY.A,20170814,2359,0.02,,74,54,,,0,0,,,76,71,,600,0.20,97.0,62.0,
SJ_VALLEY.A,20170815,2359,0.03,,71,54,,,0,0,,,75,71,,501,0.18,91.0,62.0,
SJ_VALLEY.A,20170816,2359,0.00,,77,54,,,0,0,,,76,71,,542,0.20,92.0,54.0,
SJ_VALLEY.A,20170817,2359,0.01,,81,53,,,0,0,,,76,71,,568,0.22,94.0,45.0,
SJ_VALLEY.A,20170818,2359,0.00,,82,53,,,0,0,,,76,71,,567,0.22,95.0,46.0,
SJ_VALLEY.A,20170819,2359,0.01,,73,53,,,0,0,,,75,70,,510,0.17,96.0,66.0,
SJ_VALLEY.A,20170820,2359,0.03,,74,59,,,0,0,,,75,71,,458,0.16,95.0,64.0,
SJ_VALLEY.A,20170821,2359,0.01,,74,57,,,0,0,,,73,70,,309,0.10,93.0,63.0,
SJ_VALLEY.A,20170822,2359,0.00,,85,53,,,0,0,,,75,69,,575,0.21,96.0,49.0,
SJ_VALLEY.A,20170823,2359,0.00,,77,55,,,0,0,,,75,70,,496,0.17,98.0,60.0,
SJ_VALLEY.A,20170824,2359,0.00,,82,54,,,0,0,,,77,71,,540,0.19,97.0,48.0,
SJ_VALLEY.A,20170825,2359,0.01,,88,49,,,0,0,,,77,71,,581,0.22,98.0,34.0,
SJ_VALLEY.A,20170826,2359,0.00,,91,52,,,0,0,,,77,70,,585,0.24,96.0,28.0,
SJ_VALLEY.A,20170827,2359,0.01,,97,53,,,0,0,,,78,71,,582,0.24,95.0,27.0,
SJ_VALLEY.A,20170828,2359,0.02,,92,53,,,0,0,,,77,71,,573,0.23,98.0,40.0,
SJ_VALLEY.A,20170829,2359,0.00,,85,56,,,0,0,,,78,72,,536,0.20,96.0,47.0,
SJ_VALLEY.A,20170830,2359,0.00,,91,56,,,0,0,,,79,72,,570,0.22,92.0,31.0,
SJ_VALLEY.A,20170831,2359,0.01,,103,51,,,0,0,,,79,72,,572,0.22,95.0,16.0,
SJ_VALLEY.A,20170901,2359,0.00,,112,61,,,0,0,,,80,73,,522,0.25,79.0,12.0,
SJ_VALLEY.A,20170902,2359,0.01,,114,63,,,0,0,,,82,75,,540,0.25,,,
SJ_VALLEY.A,20170903,2359,0.00,,98,66,,,0,0,,,80,76,,430,0.21,,,
SJ_VALLEY.A,20170904,2359,0.02,,87,65,,,0,0,,,78,75,,344,0.14,83.0,52.0,
SJ_VALLEY.A,20170905,2359,0.00,,91,60,,,0,0,,,79,74,,727,0.20,94.0,52.0,
SJ_VALLEY.A,20170906,2359,0.00,,78,59,,,0,0,,,77,74,,428,0.16,97.0,62.0,
SJ_VALLEY.A,20170907,2359,0.02,,80,60,,,0,0,,,77,73,,466,0.17,95.0,58.0,
SJ_VALLEY.A,20170908,2359,0.00,,80,57,,,0,0,,,77,72,,479,0.17,94.0,61.0,
SJ_VALLEY.A,20170909,2359,0.02,,84,58,,,0,0,,,77,72,,446,0.16,96.0,52.0,
SJ_VALLEY.A,20170910,2359,0.01,,100,54,,,0,0,,,78,71,,486,0.20,,,
SJ_VALLEY.A,20170911,2359,0.03,,96,64,,,0,0,,,78,73,,426,0.18,88.0,31.0,
SJ_VALLEY.A,20170912,2359,0.01,,82,62,,,0,0,,,77,73,,509,0.20,88.0,53.0,
SJ_VALLEY.A,20170913,2359,0.04,,71,61,,,0,0,,,75,72,,227,0.07,93.0,68.0,
SJ_VALLEY.A,20170914,2359,0.01,,72,56,,,0,0,,,75,70,,465,0.16,94.0,57.0,
SJ_VALLEY.A,20170915,2359,0.00,,74,50,,,0,0,,,75,69,,540,0.19,93.0,45.0,
SJ_VALLEY.A,20170916,2359,0.01,,79,47,,,0,0,,,74,68,,489,0.17,97.0,48.0,
SJ_VALLEY.A,20170917,2359,0.01,,81,49,,,0,0,,,73,68,,479,0.17,99.0,33.0,
SJ_VALLEY.A,20170918,2359,0.01,,79,49,,,0,0,,,73,67,,454,0.16,92.0,62.0,
SJ_VALLEY.A,20170919,2359,0.02,,77,50,,,0,0,,,73,68,,496,0.17,88.0,43.0,
SJ_VALLEY.A,20170920,2359,0.00,,77,49,,,0,0,,,74,67,,462,0.17,91.0,51.0,
SJ_VALLEY.A,20170921,2359,0.03,,69,51,,,0,0,,,72,68,,467,0.16,83.0,50.0,
SJ_VALLEY.A,20170922,2359,0.02,,73,43,,,0,0,,,70,65,,492,0.16,95.0,37.0,
SJ_VALLEY.A,20170923,2359,0.00,,79,43,,,0,0,,,71,64,,492,0.18,94.0,26.0,
SJ_VALLEY.A,20170924,2359,0.00,,85,42,,,0,0,,,71,64,,500,0.18,84.0,16.0,
SJ_VALLEY.A,20170925,2359,0.02,,88,46,,,0,0,,,71,65,,475,0.18,78.0,17.0,
SJ_VALLEY.A,20170926,2359,0.01,,93,48,,,0,0,,,72,65,,476,0.18,82.0,16.0,
SJ_VALLEY.A,20170927,2359,0.00,,93,50,,,0,0,,,73,66,,475,0.20,76.0,18.0,
SJ_VALLEY.A,20170928,2359,0.01,,95,50,,,0,0,,,72,67,,467,0.19,82.0,18.0,
SJ_VALLEY.A,20170929,2359,0.01,,84,51,,,0,0,,,71,66,,463,0.17,94.0,27.0,
SJ_VALLEY.A,20170930,2359,0.02,,78,51,,,0,0,,,71,66,,455,0.15,96.0,50.0,
SJ_VALLEY.A,20171001,2359,0.01,,83,46,,,0,0,,,71,65,,449,0.17,96.0,26.0,
SJ_VALLEY.A,20171002,2359,0.00,,81,45,,,0,0,,,70,64,,466,0.17,81.0,19.0,
SJ_VALLEY.A,20171003,2359,0.01,,69,42,,,0,0,,,67,63,,446,0.15,91.0,44.0,
SJ_VALLEY.A,20171004,2359,0.00,,82,40,,,0,0,,,68,62,,455,0.16,94.0,21.0,
SJ_VALLEY.A,20171005,2359,0.00,,87,42,,,0,0,,,68,62,,456,0.17,86.0,16.0,
SJ_VALLEY.A,20171006,2359,0.01,,92,41,,,0,0,,,69,62,,455,0.17,81.0,13.0,
SJ_VALLEY.A,20171007,2359,0.00,,92,44,,,0,0,,,69,63,,447,0.18,86.0,16.0,
SJ_VALLEY.A,20171008,2359,0.01,,88,46,,,0,0,,,69,63,,439,0.16,92.0,22.0,
SJ_VALLEY.A,20171009,2359,0.00,,83,44,,,0,0,,,68,63,,440,0.17,71.0,16.0,
SJ_VALLEY.A,20171010,2359,0.01,,82,45,,,0,0,,,67,62,,408,0.15,94.0,24.0,
SJ_VALLEY.A,20171011,2359,0.00,,76,49,,,0,0,,,68,63,,382,0.13,94.0,41.0,
SJ_VALLEY.A,20171012,2359,0.00,,78,38,,,0,0,,,67,62,,431,0.14,94.0,20.0,
SJ_VALLEY.A,20171013,2359,0.00,,78,48,,,,,,,,,,371,,,,
SJ_VALLEY.A,20171014,2359,0.00,,84,40,,,0,0,,,66,60,,435,0.16,81.0,13.0,
SJ_VALLEY.A,20171015,2359,0.00,,93,41,,,0,0,,,66,60,,411,0.15,72.0,14.0,
SJ_VALLEY.A,20171016,2359,0.01,,96,44,,,0,0,,,66,60,,407,0.16,76.0,11.0,
SJ_VALLEY.A,20171017,2359,0.00,,84,47,,,0,0,,,65,61,,256,0.11,73.0,19.0,
SJ_VALLEY.A,20171018,2359,0.00,,78,43,,,0,0,,,65,60,,351,0.12,94.0,36.0,
SJ_VALLEY.A,20171019,2359,0.02,,69,41,,,0,0,,,64,60,,299,0.09,95.0,56.0,
SJ_VALLEY.A,20171020,2359,0.11,,66,50,,,0,0,,,64,62,,340,0.10,94.0,54.0,
SJ_VALLEY.A,20171021,2359,0.00,,73,43,,,0,0,,,64,59,,385,0.12,92.0,35.0,
SJ_VALLEY.A,20171022,2359,0.00,,80,42,,,0,0,,,65,59,,388,0.12,95.0,38.0,
SJ_VALLEY.A,20171023,2359,0.00,,92,47,,,0,0,,,66,60,,382,0.14,89.0,24.0,
SJ_VALLEY.A,20171024,2359,0.00,,98,50,,,0,0,,,67,62,,371,0.14,83.0,16.0,
SJ_VALLEY.A,20171025,2359,0.00,,99,50,,,0,0,,,68,63,,371,0.14,84.0,16.0,
SJ_VALLEY.A,20171026,2359,0.00,,96,50,,,0,0,,,68,63,,368,0.14,86.0,20.0,
SJ_VALLEY.A,20171027,2359,0.01,,93,50,,,0,0,,,67,63,,362,0.13,93.0,22.0,
SJ_VALLEY.A,20171028,2359,0.01,,86,45,,,0,0,,,66,62,,358,0.12,96.0,32.0,
SJ_VALLEY.A,20171029,2359,0.00,,63,46,,,0,0,,,64,62,,175,0.04,98.0,73.0,
SJ_VALLEY.A,20171030,2359,0.00,,62,52,,,0,0,,,63,61,,243,0.07,96.0,67.0,
SJ_VALLEY.A,20171031,2359,0.00,,70,46,,,0,0,,,64,61,,246,0.07,86.0,44.0,
SJ_VALLEY.A,20171101,2359,0.00,,74,41,,,0,0,,,63,59,,329,0.10,94.0,44.0,
SJ_VALLEY.A,20171102,2359,0.00,,67,41,,,0,0,,,62,58,,137,0.04,96.0,52.0,
SJ_VALLEY.A,20171103,2359,0.08,,66,52,,,0,0,,,61,59,,119,0.03,95.0,61.0,
SJ_VALLEY.A,20171104,2359,0.00,,68,44,,,0,0,,,62,59,,185,0.05,97.0,64.0,
SJ_VALLEY.A,20171105,2359,0.00,,65,41,,,0,0,,,61,57,,338,0.09,88.0,34.0,
SJ_VALLEY.A,20171106,2359,0.00,,70,35,,,0,0,,,60,55,,323,0.09,96.0,37.0,
SJ_VALLEY.A,20171107,2359,0.02,,72,37,,,0,0,,,59,55,,324,0.10,96.0,36.0,
SJ_VALLEY.A,20171108,2359,0.00,,70,40,,,0,0,,,59,55,,174,0.05,88.0,45.0,
SJ_VALLEY.A,20171109,2359,0.12,,68,54,,,0,0,,,61,58,,149,0.04,97.0,75.0,
SJ_VALLEY.A,20171110,2359,0.00,,70,47,,,0,0,,,61,58,,244,0.07,97.0,64.0,
SJ_VALLEY.A,20171111,2359,0.00,,72,47,,,0,0,,,62,58,,303,0.08,97.0,44.0,
SJ_VALLEY.A,20171112,2359,0.00,,70,43,,,0,0,,,60,57,,273,0.07,97.0,47.0,
SJ_VALLEY.A,20171113,2359,0.00,,73,40,,,0,0,,,60,56,,291,0.08,97.0,53.0,
SJ_VALLEY.A,20171114,2359,0.03,,72,50,,,0,0,,,62,59,,214,0.06,96.0,53.0,
SJ_VALLEY.A,20171115,2359,0.00,,78,48,,,0,0,,,62,58,,243,0.07,86.0,46.0,
SJ_VALLEY.A,20171116,2359,0.31,,71,48,,,0,0,,,61,58,,112,0.03,96.0,61.0,
SJ_VALLEY.A,20171117,2359,0.06,,66,43,,,0,0,,,61,59,,268,0.07,97.0,44.0,
SJ_VALLEY.A,20171118,2359,0.00,,68,36,,,0,0,,,59,55,,291,0.07,96.0,47.0,
SJ_VALLEY.A,20171119,2359,0.00,,69,36,,,0,0,,,57,54,,275,0.07,97.0,42.0,
SJ_VALLEY.A,20171120,2359,0.00,,75,49,,,0,0,,,60,56,,228,0.07,90.0,45.0,
SJ_VALLEY.A,20171121,2359,0.00,,82,51,,,0,0,,,61,57,,221,0.06,92.0,41.0,
SJ_VALLEY.A,20171122,2359,0.00,,86,48,,,0,0,,,62,57,,254,0.07,96.0,33.0,
SJ_VALLEY.A,20171123,2359,0.00,,80,50,,,0,0,,,63,59,,244,0.07,94.0,43.0,
SJ_VALLEY.A,20171124,2359,0.00,,78,54,,,0,0,,,63,60,,200,0.05,93.0,51.0,
SJ_VALLEY.A,20171125,2359,0.00,,81,49,,,0,0,,,63,59,,229,0.07,94.0,41.0,
SJ_VALLEY.A,20171126,2359,0.17,,66,52,,,0,0,,,62,59,,80,0.02,96.0,73.0,
SJ_VALLEY.A,20171127,2359,0.28,,63,41,,,0,0,,,61,58,,249,0.06,94.0,58.0,
SJ_VALLEY.A,20171128,2359,0.00,,65,36,,,0,0,,,58,54,,252,0.06,97.0,55.0,
SJ_VALLEY.A,20171129,2359,0.00,,69,38,,,0,0,,,57,54,,260,0.06,97.0,46.0,
SJ_VALLEY.A,20171130,2359,0.00,,72,35,,,0,0,,,56,53,,254,0.06,94.0,41.0,
SJ_VALLEY.A,20171201,2359,0.00,,69,35,,,0,0,,,55,52,,243,0.06,96.0,37.0,
SJ_VALLEY.A,20171202,2359,0.00,,67,38,,,0,0,,,55,52,,201,0.05,96.0,45.0,
SJ_VALLEY.A,20171203,2359,0.04,,62,38,,,0,0,,,56,53,,252,0.06,96.0,44.0,
SJ_VALLEY.A,20171204,2359,0.00,,64,30,,,0,0,,,54,50,,262,0.06,92.0,25.0,
SJ_VALLEY.A,20171205,2359,0.00,,70,28,,,0,0,,,52,49,,262,0.06,87.0,20.0,
SJ_VALLEY.A,20171206,2359,0.00,,68,31,,,0,0,,,51,48,,255,0.06,90.0,29.0,
SJ_VALLEY.A,20171207,2359,0.00,,75,32,,,0,0,,,51,47,,229,0.06,83.0,21.0,
SJ_VALLEY.A,20171208,2359,0.00,,72,31,,,0,0,,,51,47,,234,0.06,86.0,25.0,
SJ_VALLEY.A,20171209,2359,0.00,,74,33,,,0,0,,,51,47,,231,0.06,84.0,22.0,
SJ_VALLEY.A,20171210,2359,0.00,,76,30,,,0,0,,,51,47,,241,0.06,85.0,23.0,
SJ_VALLEY.A,20171211,2359,0.00,,77,32,,,0,0,,,51,47,,244,0.06,82.0,23.0,
SJ_VALLEY.A,20171212,2359,0.00,,73,31,,,0,0,,,51,47,,256,0.07,85.0,24.0,
SJ_VALLEY.A,20171213,2359,0.00,,71,29,,,0,0,,,50,46,,256,0.06,87.0,25.0,
SJ_VALLEY.A,20171214,2359,0.00,,77,30,,,0,0,,,51,47,,249,0.06,89.0,24.0,
SJ_VALLEY.A,20171215,2359,0.00,,68,32,,,0,0,,,51,47,,198,0.05,88.0,31.0,
SJ_VALLEY.A,20171216,2359,0.00,,67,39,,,0,0,,,52,49,,247,0.09,94.0,19.0,
SJ_VALLEY.A,20171217,2359,0.00,,67,35,,,0,0,,,51,48,,249,0.07,77.0,20.0,
SJ_VALLEY.A,20171218,2359,0.00,,71,31,,,0,0,,,51,47,,242,0.06,83.0,21.0,
SJ_VALLEY.A,20171219,2359,0.00,,67,31,,,0,0,,,51,47,,236,0.06,88.0,29.0,
SJ_VALLEY.A,20171220,2359,0.27,,57,38,,,0,0,,,52,50,,257,0.06,94.0,43.0,
SJ_VALLEY.A,20171221,2359,0.00,,63,30,,,0,0,,,49,47,,278,0.06,92.0,34.0,
SJ_VALLEY.A,20171222,2359,0.00,,62,26,,,0,0,,,48,44,,249,0.06,88.0,28.0,
SJ_VALLEY.A,20171223,2359,0.00,,65,36,,,0,0,,,49,45,,239,0.06,84.0,31.0,
SJ_VALLEY.A,20171224,2359,0.00,,55,41,,,0,0,,,49,48,,80,0.02,83.0,56.0,
SJ_VALLEY.A,20171225,2359,0.00,,67,39,,,0,0,,,50,47,,170,0.05,84.0,31.0,
SJ_VALLEY.A,20171226,2359,0.00,,71,39,,,0,0,,,52,49,,256,0.07,86.0,29.0,
SJ_VALLEY.A,20171227,2359,0.00,,68,33,,,0,0,,,51,48,,242,0.06,95.0,43.0,
SJ_VALLEY.A,20171228,2359,0.00,,74,35,,,0,0,,,51,47,,254,0.06,96.0,33.0,
SJ_VALLEY.A,20171229,2359,0.00,,76,35,,,0,0,,,51,48,,251,0.07,89.0,34.0,
SJ_VALLEY.A,20171230,2359,0.00,,69,35,,,0,0,,,51,48,,203,0.05,92.0,39.0,
SJ_VALLEY.A,20171231,2359,0.00,,63,40,,,0,0,,,51,48,,213,0.06,93.0,65.0,
SJ_VALLEY.A,20180101,2359,0.00,,71,38,,,0,0,,,53,50,,229,0.06,97.0,45.0,
SJ_VALLEY.A,20180102,2359,0.00,,69,45,,,0,0,,,53,51,,138,0.04,87.0,40.0,
SJ_VALLEY.A,20180103,2359,0.20,,59,45,,,0,0,,,53,51,,48,0.01,94.0,63.0,
SJ_VALLEY.A,20180104,2359,0.00,,69,51,,,0,0,,,54,51,,250,0.04,,,
SJ_VALLEY.A,20180105,2359,0.00,,69,57,,,0,0,,,56,53,,228,0.04,,,
SJ_VALLEY.A,20180106,2359,0.05,,62,46,,,0,0,,,56,55,,102,0.02,97.0,75.0,
SJ_VALLEY.A,20180107,2359,0.00,,69,48,,,,,,,,,,240,,,,
SJ_VALLEY.A,20180108,2359,0.74,,62,52,,,,,,,,,,40,,,,
SJ_VALLEY.A,20180109,2359,0.94,,62,51,,,,,,,,,,40,,,,
SJ_VALLEY.A,20180110,2359,0.00,,61,47,,,,,,,,,,154,,,,
SJ_VALLEY.A,20180111,2359,0.00,,68,47,,,,,,,,,,223,,,,
SJ_VALLEY.A,20180112,2359,0.00,,66,43,,,,,,,,,,265,,,,
SJ_VALLEY.A,20180113,2359,0.00,,68,40,,,,,,,,,,264,,,,
SJ_VALLEY.A,20180114,2359,0.00,,68,41,,,,,,,,,,202,,,,
SJ_VALLEY.A,20180115,2359,0.00,,68,45,,,,,,,,,,175,,,,
SJ_VALLEY.A,20180116,2359,0.00,,68,47,,,,,,,,,,176,,,,
SJ_VALLEY.A,20180117,2359,0.00,,69,46,,,,,,,,,,233,,,,
SJ_VALLEY.A,20180118,2359,0.09,,66,47,,,,,,,,,,187,,,,
SJ_VALLEY.A,20180119,2359,0.02,,59,42,,,,,,,,,,208,,,,
SJ_VALLEY.A,20180120,2359,0.00,,59,38,,,,,,,,,,280,,,,
SJ_VALLEY.A,20180121,2359,0.00,,61,32,,,,,,,,,,268,,,,
SJ_VALLEY.A,20180122,2359,0.04,,61,45,,,,,,,,,,136,,,,
SJ_VALLEY.A,20180123,2359,0.00,,65,37,,,,,,,,,,279,,,,
SJ_VALLEY.A,20180124,2359,0.17,,59,36,,,,,,,,,,178,,,,
SJ_VALLEY.A,20180125,2359,0.12,,59,39,,,,,,,,,,235,,,,
SJ_VALLEY.A,20180126,2359,0.00,,60,34,,,,,,,,,,287,,,,
SJ_VALLEY.A,20180127,2359,0.00,,64,35,,,,,,,,,,286,,,,
SJ_VALLEY.A,20180128,2359,0.00,,75,38,,,,,,,,,,304,,,,
SJ_VALLEY.A,20180129,2359,0.00,,69,40,,,,,,,,,,186,,,,
SJ_VALLEY.A,20180130,2359,0.00,,75,41,,,,,,,,,,306,,,,
SJ_VALLEY.A,20180131,2359,0.00,,76,39,,,,,,,,,,313,,,,
SJ_VALLEY.A,20180201,2359,0.00,,76,42,,,,,,,,,,302,,,,
SJ_VALLEY.A,20180202,2359,0.00,,77,42,,,,,,,,,,268,,,,
SJ_VALLEY.A,20180203,2359,0.00,,80,43,,,,,,,,,,325,,,,
SJ_VALLEY.A,20180204,2359,0.00,,78,44,,,,,,,,,,286,,,,
SJ_VALLEY.A,20180205,2359,0.00,,81,49,,,,,,,,,,103,,,,
SJ_VALLEY.A,20180206,2359,0.00,,78,42,,,,,,,,,,344,,,,
SJ_VALLEY.A,20180207,2359,0.00,,81,39,,,,,,,,,,339,,,,
SJ_VALLEY.A,20180208,2359,0.00,,82,41,,,,,,,,,,343,,,,
SJ_VALLEY.A,20180209,2359,0.00,,82,42,,,,,,,,,,345,,,,
SJ_VALLEY.A,20180210,2359,0.00,,73,42,,,,,,,,,,338,,,,
SJ_VALLEY.A,20180211,2359,0.00,,68,37,,,,,,,,,,292,,,,
SJ_VALLEY.A,20180212,2359,0.00,,61,40,,,,,,,,,,297,,,,
SJ_VALLEY.A,20180213,2359,0.00,,67,33,,,,,,,,,,363,,,,
SJ_VALLEY.A,20180214,2359,0.15,,67,36,,,,,,,,,,331,,,,
SJ_VALLEY.A,20180215,2359,0.00,,68,34,,,,,,,,,,387,,,,
SJ_VALLEY.A,20180216,2359,0.00,,71,30,,,,,,,,,,392,,,,
SJ_VALLEY.A,20180217,2359,0.00,,74,34,,,,,,,,,,391,,,,
SJ_VALLEY.A,20180218,2359,0.00,,60,38,,,,,,,,,,204,,,,
SJ_VALLEY.A,20180219,2359,0.00,,63,43,,,,,,,,,,370,,,,
SJ_VALLEY.A,20180220,2359,0.00,,56,28,,,,,,,,,,411,,,,
SJ_VALLEY.A,20180221,2359,0.09,,60,29,,,,,,,,,,417,,,,
SJ_VALLEY.A,20180222,2359,0.00,,56,34,,,,,,,,,,283,,,,
SJ_VALLEY.A,20180223,2359,0.00,,56,31,,,,,,,,,,437,,,,
SJ_VALLEY.A,20180224,2359,0.00,,59,25,,,,,,,,,,408,,,,
SJ_VALLEY.A,20180225,2359,0.00,,65,35,,,,,,,,,,425,,,,
SJ_VALLEY.A,20180226,2359,0.26,,53,37,,,,,,,,,,143,,,,
SJ_VALLEY.A,20180227,2359,0.03,,58,33,,,,,,,,,,442,,,,
SJ_VALLEY.A,20180228,2359,0.00,,59,28,,,,,,,,,,382,,,,
SJ_VALLEY.A,20180301,2359,0.62,,60,49,,,,,,,,,,132,,,,
SJ_VALLEY.A,20180302,2359,0.36,,60,45,,,,,,,,,,239,,,,
SJ_VALLEY.A,20180303,2359,0.12,,55,37,,,,,,,,,,350,,,,
SJ_VALLEY.A,20180304,2359,0.00,,60,32,,,,,,,,,,466,,,,
SJ_VALLEY.A,20180305,2359,0.00,,66,31,,,,,,,,,,461,,,,
SJ_VALLEY.A,20180306,2359,0.00,,73,36,,,,,,,,,,451,,,,
SJ_VALLEY.A,20180307,2359,0.00,,72,44,,,,,,,,,,383,,,,
SJ_VALLEY.A,20180308,2359,0.00,,75,46,,,,,,,,,,459,,,,
SJ_VALLEY.A,20180309,2359,0.00,,70,48,,,,,,,,,,316,,,,
SJ_VALLEY.A,20180310,2359,0.05,,60,46,,,,,,,,,,116,,,,
SJ_VALLEY.A,20180311,2359,0.01,,75,41,,,,,,,,,,449,,,,
SJ_VALLEY.A,20180312,2359,0.03,,79,44,,,,,,,,,,293,,,,
SJ_VALLEY.A,20180313,2359,0.18,,63,49,,,,,,,,,,140,,,,
SJ_VALLEY.A,20180314,2359,0.02,,57,45,,,,,,,,,,201,,,,
SJ_VALLEY.A,20180315,2359,0.02,,58,38,,,,,,,,,,283,,,,
SJ_VALLEY.A,20180316,2359,0.28,,57,45,,,,,,,,,,266,,,,
SJ_VALLEY.A,20180317,2359,0.11,,59,37,,,,,,,,,,353,,,,
SJ_VALLEY.A,20180318,2359,0.00,,59,33,,,,,,,,,,341,,,,
SJ_VALLEY.A,20180319,2359,0.00,,71,33,,,,,,,,,,467,,,,
SJ_VALLEY.A,20180320,2359,0.42,,58,50,,,,,,,,,,63,,,,
SJ_VALLEY.A,20180321,2359,0.19,,72,57,,,,,,,,,,297,,,,
SJ_VALLEY.A,20180322,2359,0.33,,63,40,,,,,,,,,,268,,,,
SJ_VALLEY.A,20180323,2359,0.00,,61,41,,,0,0,,,59,54,,532,0.15,94.0,46.0,
SJ_VALLEY.A,20180324,2359,0.02,,60,37,,,0,0,,,58,54,,398,0.11,95.0,61.0,
SJ_VALLEY.A,20180325,2359,0.00,,58,36,,,0,0,,,58,53,,498,0.13,94.0,56.0,
SJ_VALLEY.A,20180326,2359,0.00,,66,36,,,0,0,,,60,53,,558,0.16,93.0,45.0,
SJ_VALLEY.A,20180327,2359,0.00,,74,35,,,0,0,,,61,54,,553,0.16,95.0,37.0,
SJ_VALLEY.A,20180328,2359,0.00,,81,40,,,0,0,,,63,56,,554,0.17,95.0,36.0,
SJ_VALLEY.A,20180329,2359,0.00,,85,44,,,0,0,,,65,58,,568,0.19,96.0,36.0,
SJ_VALLEY.A,20180330,2359,0.00,,87,44,,,0,0,,,66,59,,523,0.18,96.0,29.0,
SJ_VALLEY.A,20180331,2359,0.00,,80,44,,,0,0,,,65,60,,475,0.16,96.0,39.0,
SJ_VALLEY.A,20180401,2359,0.02,,77,44,,,0,0,,,66,60,,543,0.17,98.0,42.0,
SJ_VALLEY.A,20180402,2359,0.00,,71,42,,,0,0,,,65,60,,536,0.16,96.0,57.0,
SJ_VALLEY.A,20180403,2359,0.02,,75,39,,,0,0,,,65,59,,583,0.18,98.0,45.0,
SJ_VALLEY.A,20180404,2359,0.00,,72,44,,,0,0,,,64,60,,440,0.15,95.0,35.0,
SJ_VALLEY.A,20180405,2359,0.01,,69,45,,,0,0,,,63,60,,322,0.11,92.0,33.0,
SJ_VALLEY.A,20180406,2359,0.36,,65,53,,,0,0,,,63,61,,157,0.03,98.0,85.0,
SJ_VALLEY.A,20180407,2359,0.51,,68,49,,,0,0,,,66,61,,533,0.17,99.0,66.0,
SJ_VALLEY.A,20180408,2359,0.00,,71,44,,,0,0,,,66,60,,552,0.16,96.0,46.0,
SJ_VALLEY.A,20180409,2359,0.00,,82,40,,,0,0,,,67,60,,553,0.18,97.0,42.0,
SJ_VALLEY.A,20180410,2359,0.00,,74,50,,,0,0,,,67,63,,473,0.16,92.0,41.0,
SJ_VALLEY.A,20180411,2359,0.02,,69,43,,,0,0,,,66,62,,462,0.15,93.0,53.0,
SJ_VALLEY.A,20180412,2359,0.00,,63,41,,,0,0,,,64,60,,494,0.15,90.0,44.0,
SJ_VALLEY.A,20180413,2359,0.00,,72,41,,,0,0,,,66,58,,616,0.18,90.0,40.0,
